creditSpendtoLimitRatio,averageMonthlySpending,numTnxMonthlyAverage,numAccounts,incomeToSavingsRanking
0.0132788461538461,0.0,0.0,1,2
-0.0191762845849802,-31.432727272727263,9.0,3,1
0.0,0.0,0.0,0,2
0.0,9.259999999999984,9.0,2,3
0.0,-10.56416666666667,6.583333333333333,1,2
-0.0308883333333333,0.0,0.0,1,2
-0.0780968390804597,-504.8645454545455,9.0,3,0
0.0,0.0,0.0,0,2
0.0,-17.90083333333332,8.25,1,2
0.0,-222.8875,8.25,2,1
0.0,0.0,0.0,0,2
0.0,0.0,0.0,0,2
0.0,0.0,0.0,0,2
0.0,-197.38090909090909,9.0,1,2
0.0092908333333333,-221.44,8.25,2,2
0.0,0.0,0.0,0,2
-0.0389599999999999,0.0,0.0,2,1
-0.0208584507042253,-113.1336363636363,9.0,3,1
-0.0470133333333333,0.3018181818181773,9.0,2,2
0.0,0.0,0.0,1,2
-0.0163375,68.41250000000001,8.25,2,2
0.0,0.0,0.0,0,2
0.0048662698412698,68.47363636363642,9.0,3,3
-0.0999999999999999,-61.96874999999999,12.375,2,2
-0.1234499999999999,-213.705,8.25,2,2
-0.1089374999999999,0.0,0.0,1,2
0.0,0.0,0.0,0,2
-0.0596205555555555,-5.580000000000016,11.0,3,4
0.0,-1.5374999999999983,8.25,2,4
0.0603471676300578,-890.3872727272727,9.0,3,4
0.0,-28.89909090909092,9.0,2,0
0.0,0.0,0.0,0,2
0.0,-297.93583333333333,4.916666666666667,2,1
-0.06736625,43.62181818181816,5.363636363636363,3,4
-0.0081213114754098,74.67300000000002,9.9,2,2
0.0,-118.27916666666668,3.583333333333333,2,0
-0.0098938888888888,-43.2927272727273,9.0,3,0
0.0,0.0,0.0,0,2
0.0,-189.995,8.25,2,3
-0.099168,-153.76666666666668,8.25,2,2
-0.0399876666666666,-137.3672727272727,9.0,3,4
-0.0471936868686868,0.0,0.0,2,3
0.0,9.0688888888889,11.0,1,2
0.0,-353.88166666666666,8.25,2,3
0.0,-1.087499999999996,8.25,2,4
0.0,0.0,0.0,0,2
0.0,0.0,0.0,1,0
0.0,0.0,0.0,1,1
0.0375133333333333,-244.946,9.9,3,3
-0.0455236111111111,-0.2516666666666645,8.25,3,1
0.0749822727272727,-51.9227272727273,9.0,2,2
0.0,0.0,0.0,1,2
-0.0187203488372093,0.0,0.0,2,1
-0.0628,0.0,0.0,2,0
0.1375922222222222,0.3699999999999999,1.0,3,1
-0.0027378787878787,-393.9825,7.833333333333333,2,2
-0.0071163636363636,-17.081666666666674,8.25,2,2
0.0,0.0,0.0,0,2
-0.060610909090909,0.11666666666666,8.25,3,4
0.0,0.0,0.0,1,2
0.0,-206.05,8.25,2,4
0.0560616197183098,127.02500000000003,12.375,3,3
0.0,-252.78222222222223,11.0,2,2
-0.2,-339.72125,12.375,3,0
-0.0346611111111111,-18.30777777777776,11.0,3,0
-0.0890416666666666,0.0,0.0,1,2
0.0057374999999999,-285.55833333333334,8.25,2,2
0.0,8.939166666666669,8.25,2,2
0.0,0.3175,1.0,2,0
0.068290606060606,-52.65272727272728,9.0,2,2
-0.0092444444444444,-205.3425,8.25,3,0
0.0,221.69111111111116,5.444444444444445,2,1
-0.025115,-7.827499999999996,8.25,3,3
-0.0485181818181818,-12.296363636363637,9.0,3,3
-0.0928570312499999,36.84916666666667,8.25,2,2
0.00077,65.21916666666668,8.25,3,3
-0.0232941666666666,0.0,0.0,1,2
0.0,-490.11000000000007,8.25,1,2
0.0,-215.8058333333333,7.916666666666667,1,2
-0.011915,0.0,0.0,1,2
0.0,3.442727272727272,9.0,1,2
0.0,0.0,0.0,0,2
-0.0738113095238095,-298.195,8.25,3,0
-0.1062485380116959,0.0,0.0,2,3
-0.020182,-19.473999999999997,8.9,3,3
0.0,-564.5224999999999,8.25,1,2
-0.0678675,-21.250000000000007,9.9,3,4
0.0,-9.07181818181819,9.0,1,2
0.0,-23.62666666666665,8.25,1,2
0.0,0.0,0.0,1,4
-0.0213338607594936,0.0,0.0,2,1
0.067229365079365,-58.9975,8.25,3,3
-0.1355428571428571,-161.53416666666666,8.25,3,3
0.0027855555555555,-211.87833333333333,8.25,3,3
0.0672616883116883,6.599999999999966,9.9,2,2
0.0030076167076167,-263.19916666666666,8.25,3,1
0.0,0.0,0.0,1,2
0.061890909090909,-0.75,1.0,2,2
0.0,0.0,0.0,0,2
0.0,0.0,0.0,1,2
-0.0907163636363636,-163.45666666666668,8.25,3,2
1.2345679012339712e-05,169.36250000000004,8.25,2,2
-0.0067361111111111,43.79249999999999,8.25,3,3
0.0826443478260869,10.50916666666668,8.25,2,2
0.0,0.0,0.0,0,2
0.0,-144.12833333333333,5.833333333333333,2,0
-0.0283212499999999,491.22,20.0,2,2
-0.0928166666666666,-287.0375,8.25,2,2
0.0,35.03083333333335,8.25,2,0
0.0769290909090909,0.0,0.0,2,4
0.0515647727272727,26.24444444444444,11.0,3,1
-0.0049972222222222,-214.2575,8.25,3,0
0.0,-24.533333333333346,4.75,1,2
0.0,61.68499999999999,9.9,1,2
-0.010471111111111,-341.4591666666667,8.25,2,2
-0.1074858024691357,-4.901666666666661,8.25,3,1
-0.0338594444444444,0.0,0.0,1,2
0.0448883333333333,-241.10181818181815,9.0,2,2
0.0,72.38083333333334,8.25,2,3
0.0,0.0,0.0,0,2
0.0,-140.405,3.6666666666666665,1,2
-0.1414692307692308,0.0,0.0,2,3
-0.1428571428571428,-73.3825,8.25,2,2
0.0005152777777777,-90.0727272727273,9.0,2,2
-0.0833333333333333,-274.999,9.9,2,2
